 TASK CREATE TIMESTAMP, TASK CODE,ITEM NUMBER,RAN NUMBER, TAG NUMBER, TASK COMPLETION SECONDS, TASK CREATE USER NAME, TASK SUPERVISOR NAME
2024-09-04 11:20:09.000 Z,REPL,82700979234,DT4606502,76120000,125,Q7393812,S1 Tophat DS
2024-09-04 11:20:51.000 Z,REPL,80640622583,FG1587365,M237834,97,Q5207038,S1 Tophat DS
2024-09-04 11:21:17.000 Z,REPL,80821637548,RTB3933003,AFRC68,38,Q7393812,S1 Tophat DS
2024-09-04 11:21:50.000 Z,REPL,88592760462,GN3398024,1506998,457,Q0568723,S1 Tophat DS
2024-09-04 11:23:00.000 Z,REPL,25L51237683,HH3539215,8087151,151,Q1762779,S1 Tophat DS
2024-09-04 11:23:09.000 Z,REPL,20691259975,YR8217783,T521923,34,Q3173502,S1 Tophat DS
2024-09-04 11:23:41.000 Z,REPL,26565078333,UE0026543,597191,11,Q7852643,S1 Tophat DS
2024-09-04 11:23:53.000 Z,REPL,96301528295,JW6790289,238HC001,86,Q7393812,S1 Tophat DS
2024-09-04 11:25:03.000 Z,REPL,73919408267,IS5758979,M247643,121,Q4289575,S1 Tophat DS
2024-09-04 11:25:09.000 Z,REPL,24382169236,KZ9932767,T521913,14,Q1762779,S1 Tophat DS
2024-09-04 11:25:50.000 Z,REPL,26140124477,AP5841457,V2316299,139,Q1289652,S1 Tophat DS
2024-09-04 11:26:34.000 Z,REPL,96373480066,ZU8499348,M246600,119,Q7393812,S1 Tophat DS
2024-09-04 11:27:04.000 Z,REPL,28152922689,XY8223532,5218045,114,Q6195876,S1 Tophat DS
2024-09-04 11:27:12.000 Z,REPL,284B2398024,DT9985462,15123800,388,Q6522304,S1 Tophat DS
2024-09-04 11:28:33.000 Z,REPL,21710595029,FG7846473,829473,194,Q1518001,S1 Tophat DS
2024-09-04 11:28:45.000 Z,REPL,738A0826974,RTB6379477,9020714,64,Q4575605,S1 Tophat DS
2024-09-04 11:28:54.000 Z,REPL,80945291338,GN3571545,M250145,78,Q7393812,S1 Tophat DS
2024-09-04 11:29:05.000 Z,REPL,80611981636,HH4829652,E1017828,83,Q5207038,S1 Tophat DS
2024-09-04 11:29:11.000 Z,REPL,27500356288,YR8241373,691801,400,Q0568723,S1 Tophat DS
2024-09-04 11:30:00.000 Z,REPL,285E5697872,UE8720003,15262073,10,Q3173502,S1 Tophat DS
2024-09-04 11:30:35.000 Z,REPL,96964311822,JW3005313,39921350,104,Q4289575,S1 Tophat DS
2024-09-04 11:30:39.000 Z,REPL,237F0049706,IS0419246,14017484,74,Q4575605,S1 Tophat DS
2024-09-04 11:30:48.000 Z,REPL,47840788131,KZ2696018,A66691,55,Q6522304,S1 Tophat DS
2024-09-04 11:31:01.000 Z,REPL,82000081557,AP9794176,2695768,11,Q8745621,S1 Tophat DS
2024-09-04 11:31:13.000 Z,REPL,92480656565,ZU7844418,VJ1AG1801,81,Q1518001,S1 Tophat DS
2024-09-04 11:31:30.000 Z,REPL,74978436798,XY4694717,15600168,26,Q3173502,S1 Tophat DS
2024-09-04 11:32:05.000 Z,REPL,14460018284,DT2918841,46429,241,Q1762779,S1 Tophat DS
2024-09-04 11:32:55.000 Z,REPL,82701792079,FG6580643,14151586,11,Q7852643,S1 Tophat DS
2024-09-04 11:33:15.000 Z,REPL,96032823678,RTB0000479,1570258,8,Q6846774,S1 Tophat DS
2024-09-04 11:33:30.000 Z,REPL,28228049618,GN9794708,M244247,36,Q6195876,S1 Tophat DS
2024-09-04 11:33:34.000 Z,REPL,24016768944,HH1062497,M251023,55,Q6522304,S1 Tophat DS
2024-09-04 11:33:50.000 Z,REPL,284U1539742,YR2474714,698303,92,Q1518001,S1 Tophat DS
2024-09-04 11:34:04.000 Z,REPL,28532231802,UE7129122,70017575,307,Q1289652,S1 Tophat DS
2024-09-04 11:34:07.000 Z,REPL,284G0487735,JW6180519,473153,14,Q3173502,S1 Tophat DS
2024-09-04 11:35:12.000 Z,REPL,284Z0904304,IS9678166,GN7SE0035,9,Q6846774,S1 Tophat DS
2024-09-04 11:35:34.000 Z,REPL,96374411488,KZ3829147,54511047,387,Q7393812,S1 Tophat DS
2024-09-04 11:35:49.000 Z,REPL,24016276756,AP8655752,M250567,51,Q4289575,S1 Tophat DS
2024-09-04 11:36:20.000 Z,REPL,96930127634,ZU5647339,39919069,19,Q8745621,S1 Tophat DS
2024-09-04 11:36:52.000 Z,REPL,96920950944,XY4513597,6220465,109,Q4575605,S1 Tophat DS
2024-09-04 11:38:11.000 Z,REPL,96930675053,DT5091083,39925129,107,Q4289575,S1 Tophat DS
2024-09-04 11:38:34.000 Z,REPL,90568470893,FG7974573,17009816,68,Q4575605,S1 Tophat DS
2024-09-04 11:38:50.000 Z,REPL,82961532799,RTB6429399,M251182,102,Q7393812,S1 Tophat DS
2024-09-04 11:40:13.000 Z,REPL,11916438711,GN4977034,8159512,84,Q1289652,S1 Tophat DS
2024-09-04 11:40:40.000 Z,REPL,27500815824,HH6343286,697765,287,Q1518001,S1 Tophat DS
2024-09-04 11:40:47.000 Z,REPL,11916438711,YR4511722,8159510,22,Q1289652,S1 Tophat DS
2024-09-04 11:41:03.000 Z,REPL,11916438711,UE6062703,8159513,10,Q1289652,S1 Tophat DS
2024-09-04 11:41:18.000 Z,REPL,11916438711,JW8808457,8159511,9,Q1289652,S1 Tophat DS
2024-09-04 11:41:31.000 Z,REPL,11916438711,IS3259591,8159514,8,Q1289652,S1 Tophat DS
2024-09-04 11:41:38.000 Z,REPL,55222219599,KZ9476332,2696041,61,Q8860276,S2 Tophat DS
2024-09-04 11:41:58.000 Z,REPL,1125849786,AP1208624,8280128,144,Q1762779,S1 Tophat DS
2024-09-04 11:42:13.000 Z,REPL,1125849786,ZU3130191,8280127,8,Q1762779,S1 Tophat DS
2024-09-04 11:42:25.000 Z,REPL,1125849786,XY1906272,8280126,7,Q1762779,S1 Tophat DS
2024-09-04 11:42:51.000 Z,REPL,1125849786,DT1242286,8280130,15,Q1762779,S1 Tophat DS
2024-09-04 11:43:08.000 Z,REPL,1125849786,FG8068536,8280129,10,Q1762779,S1 Tophat DS
2024-09-04 11:43:27.000 Z,REPL,1125849786,RTB6140948,8280125,12,Q1762779,S1 Tophat DS
2024-09-04 11:45:55.000 Z,REPL,64895443689,GN2422377,2284485,49,Q1762779,S1 Tophat DS
2024-09-04 11:47:41.000 Z,REPL,1125481959,HH8090638,8280326,86,Q1762779,S1 Tophat DS
2024-09-04 11:48:10.000 Z,REPL,1125481959,YR3422096,8280325,13,Q1762779,S1 Tophat DS
2024-09-04 11:50:03.000 Z,REPL,1125481959,UE2438418,23775902,103,Q1762779,S1 Tophat DS
2024-09-04 11:50:17.000 Z,REPL,1125481959,JW4957216,23775898,10,Q1762779,S1 Tophat DS
2024-09-04 11:50:38.000 Z,REPL,1125481959,IS0608279,23775739,12,Q1762779,S1 Tophat DS
2024-09-04 11:50:52.000 Z,REPL,1125481959,KZ0505511,23775892,11,Q1762779,S1 Tophat DS
2024-09-04 11:51:09.000 Z,REPL,1125481959,AP3355502,23901549,11,Q1762779,S1 Tophat DS
2024-09-04 11:51:33.000 Z,REPL,68761284237,ZU8207836,39920102,116,Q0058101,
2024-09-04 12:18:29.000 Z,REPL,24809737005,XY9850174,AFU683,39,Q1289652,S1 Tophat DS
2024-09-04 12:18:41.000 Z,REPL,802D4312182,DT0898487,M246727,15,Q7852643,S1 Tophat DS
2024-09-04 12:18:56.000 Z,REPL,90606655451,FG3295209,E1030562,170,Q1762779,S1 Tophat DS
2024-09-04 12:19:30.000 Z,REPL,65820671295,RTB0882804,5816189,102,Q4575605,S1 Tophat DS
2024-09-04 12:20:56.000 Z,REPL,68170619968,GN2858466,3009257,60,Q6522304,S1 Tophat DS
2024-09-04 12:20:57.000 Z,REPL,82223781247,HH1879968,M186134,121,Q7393812,S1 Tophat DS
2024-09-04 12:20:58.000 Z,REPL,90451231639,YR6539227,47859903,61,Q6846774,S1 Tophat DS
2024-09-04 12:21:07.000 Z,REPL,80640890343,UE4186947,M238631,16,Q7852643,S1 Tophat DS
2024-09-04 12:22:16.000 Z,REPL,11916438711,JW6110823,8020172,160,Q1762779,S1 Tophat DS
2024-09-04 12:22:30.000 Z,REPL,87508129844,IS8014446,1513635,16,Q8745621,S1 Tophat DS
2024-09-04 12:23:11.000 Z,REPL,62383287989,KZ9677131,97698253,97,Q1289652,S1 Tophat DS
2024-09-04 12:23:47.000 Z,REPL,25411963112,AP5557092,A6M570,147,Q7393812,S1 Tophat DS
2024-09-04 12:23:56.000 Z,REPL,285N6694298,ZU5138947,5296297,190,Q1518001,S1 Tophat DS
2024-09-04 12:23:58.000 Z,REPL,25980407781,XY8290306,15300087,13,Q3173502,S1 Tophat DS
2024-09-04 12:24:31.000 Z,REPL,46090858284,DT6646161,64864289,171,Q7195669,S1 Tophat DS
2024-09-04 12:24:36.000 Z,REPL,24125857672,FG7766144,GN7RE00KJ,10,Q7852643,S1 Tophat DS
2024-09-04 12:25:56.000 Z,REPL,66830609854,RTB8883523,N0047245,116,Q4289575,S1 Tophat DS
2024-09-04 12:26:14.000 Z,REPL,74597297013,GN0757367,M252311,9,Q8745621,S1 Tophat DS
2024-09-04 12:26:24.000 Z,REPL,90476161457,HH7343047,M249096,52,Q6846774,S1 Tophat DS
2024-09-04 12:26:26.000 Z,REPL,68210358521,YR8900544,692589,244,Q1762779,S1 Tophat DS
2024-09-04 12:26:40.000 Z,REPL,96401457195,UE5532556,673274M0,335,Q6522304,S1 Tophat DS
2024-09-04 12:26:59.000 Z,REPL,25320716154,JW4306575,5298866,15,Q3173502,S1 Tophat DS
2024-09-04 12:27:32.000 Z,REPL,90810869082,IS3217642,258819,85,Q4575605,S1 Tophat DS
2024-09-04 12:27:36.000 Z,REPL,16588798786,KZ8688613,A6DAB3,53,Q1289652,S1 Tophat DS
2024-09-04 12:27:52.000 Z,REPL,82646847145,AP6906333,E0978950,11,Q7852643,S1 Tophat DS
2024-09-04 12:28:29.000 Z,REPL,90606293577,ZU1551476,E1018696,93,Q1762779,S1 Tophat DS
2024-09-04 12:28:37.000 Z,REPL,73919432335,XY8212827,M252113,105,Q4289575,S1 Tophat DS
2024-09-04 12:28:40.000 Z,REPL,28452306319,DT8816626,1421649,28,Q6846774,S1 Tophat DS
2024-09-04 12:28:50.000 Z,REPL,62542489647,FG9849335,7115048,12,Q8745621,S1 Tophat DS
2024-09-04 12:29:19.000 Z,REPL,25320716154,RTB1996062,5299034,12,Q3173502,S1 Tophat DS
2024-09-04 12:29:35.000 Z,REPL,24941585037,GN6194193,5270877,55,Q6522304,S1 Tophat DS
2024-09-04 12:29:35.000 Z,REPL,24051432033,HH4088051,GN7RE00CK,33,Q6846774,S1 Tophat DS
2024-09-04 12:29:56.000 Z,REPL,28241898978,YR3820834,43070335,334,Q1518001,S1 Tophat DS
2024-09-04 12:30:16.000 Z,REPL,80640342263,UE7618081,M245493,13,Q7852643,S1 Tophat DS
2024-09-04 12:30:51.000 Z,REPL,88935822652,JW0719299,183378,126,Q4289575,S1 Tophat DS
2024-09-04 12:30:54.000 Z,REPL,769B2989256,IS8302805,M250782,23,Q8745621,S1 Tophat DS
2024-09-04 12:31:02.000 Z,REPL,1125849786,KZ2401397,A4458273,59,Q1289652,S1 Tophat DS
2024-09-04 12:31:17.000 Z,REPL,23703297329,AP6701433,14018660,10,Q6846774,S1 Tophat DS
2024-09-04 12:31:40.000 Z,REPL,68410875921,ZU2076673,39886434,38,Q6522304,S1 Tophat DS
2024-09-04 12:31:45.000 Z,REPL,82859711309,XY6140053,20080784,261,Q7393812,S1 Tophat DS
2024-09-04 12:31:48.000 Z,REPL,769B1339915,DT4041583,M250933,169,Q1762779,S1 Tophat DS
2024-09-04 12:32:39.000 Z,REPL,48950018649,FG7307323,22319,12,Q6195876,S1 Tophat DS
2024-09-04 12:32:51.000 Z,REPL,26498613358,RTB6268123,80003528,9,Q1762779,S1 Tophat DS
2024-09-04 12:33:14.000 Z,REPL,237F4267588,GN1070574,A64AX5,218,Q4575605,S1 Tophat DS
2024-09-04 12:34:17.000 Z,REPL,11916438711,HH0373685,8140144,30,Q1289652,S1 Tophat DS
2024-09-04 12:35:32.000 Z,REPL,89844124147,YR2569903,1651654,125,Q4575605,S1 Tophat DS
2024-09-04 12:35:38.000 Z,REPL,24015857651,UE0778773,GN7RE006,96,Q4289575,S1 Tophat DS
2024-09-04 12:35:41.000 Z,REPL,99810533895,JW6774852,M251350,141,Q7393812,S1 Tophat DS
2024-09-04 12:36:00.000 Z,REPL,64894842929,IS0239641,M246051,31,Q6195876,S1 Tophat DS
2024-09-04 12:36:07.000 Z,REPL,27840721688,KZ6299572,518177,93,Q7195669,S1 Tophat DS
2024-09-04 12:36:25.000 Z,REPL,91304091254,AP8543568,80003300,40,Q8745621,S1 Tophat DS
2024-09-04 12:36:39.000 Z,REPL,90910176644,ZU1522812,M244642,115,Q5207038,S1 Tophat DS
2024-09-04 12:36:54.000 Z,REPL,78818677433,XY4183533,M252257,164,Q1518001,S1 Tophat DS
2024-09-04 12:37:16.000 Z,REPL,96400313495,DT8227868,673267MX,114,Q6522304,S1 Tophat DS
2024-09-04 12:38:15.000 Z,REPL,1125925154,FG1055132,8270333,14,Q6846774,S1 Tophat DS
2024-09-04 12:38:24.000 Z,REPL,87505691661,RTB6466306,1513223,11,Q1762779,S1 Tophat DS
2024-09-04 12:38:25.000 Z,REPL,1125925154,GN9573226,8270328,7,Q6846774,S1 Tophat DS
2024-09-04 12:38:36.000 Z,REPL,1125925154,HH9364844,8270329,7,Q6846774,S1 Tophat DS
2024-09-04 12:38:40.000 Z,REPL,55227897591,YR9108896,M252362,136,Q4289575,S1 Tophat DS
2024-09-04 12:38:42.000 Z,REPL,237F0812981,UE8554375,473455,173,Q4575605,S1 Tophat DS
2024-09-04 12:38:59.000 Z,REPL,24126949676,JW3369764,GN7DE00B,3731,Q7891447,S1 Tophat DS
2024-09-04 12:39:36.000 Z,REPL,96400313495,IS9201979,675822M0,35,Q6522304,S1 Tophat DS
2024-09-04 12:39:36.000 Z,REPL,28091112722,KZ9085949,30236312,26,Q1289652,S1 Tophat DS
2024-09-04 12:40:27.000 Z,REPL,24068794221,AP7574946,X8179573,101,Q4289575,S1 Tophat DS
2024-09-04 12:40:28.000 Z,REPL,27500155578,ZU5354356,695001,164,Q1518001,S1 Tophat DS
2024-09-04 12:40:33.000 Z,REPL,96210693962,XY0138536,M246104,28,Q8745621,S1 Tophat DS
2024-09-04 12:41:08.000 Z,REPL,76893795249,DT8130685,M249897,271,Q6195876,S1 Tophat DS
2024-09-04 12:41:11.000 Z,REPL,96301136811,FG5588671,54546863,190,Q7393812,S1 Tophat DS
2024-09-04 12:41:23.000 Z,REPL,73871242496,RTB8194415,97744117,94,Q7195669,S1 Tophat DS
2024-09-04 12:42:51.000 Z,REPL,90441457937,GN8389973,35285277,243,Q4575605,S1 Tophat DS
2024-09-04 12:42:51.000 Z,REPL,96321245118,HH4056442,27826848,174,Q6846774,S1 Tophat DS
2024-09-04 12:43:23.000 Z,REPL,739F4625918,YR4454285,M248238,162,Q4289575,S1 Tophat DS
2024-09-04 12:43:28.000 Z,REPL,739L6242764,UE6907384,M252183,96,Q7195669,S1 Tophat DS
2024-09-04 12:43:41.000 Z,REPL,96941702687,JW4156976,696357,17,Q8745621,S1 Tophat DS
2024-09-04 12:43:49.000 Z,REPL,82646715311,IS0942183,E1030486,98,Q7393812,S1 Tophat DS
2024-09-04 12:44:11.000 Z,REPL,82646715311,KZ4131499,E1030487,16,Q7393812,S1 Tophat DS
2024-09-04 12:44:31.000 Z,REPL,27760781865,AP5487692,AG9443,221,Q1518001,S1 Tophat DS
2024-09-04 12:44:39.000 Z,REPL,17224116057,ZU7622123,2266006,90,Q4575605,S1 Tophat DS
2024-09-04 12:45:44.000 Z,REPL,82835964747,XY6908413,616,360,Q7891447,S1 Tophat DS
2024-09-04 12:45:45.000 Z,REPL,68210056789,DT7229514,696483,48,Q1289652,S1 Tophat DS
2024-09-04 12:46:50.000 Z,REPL,24084106011,FG4416252,GN7SE006V,10,Q6195876,S1 Tophat DS
2024-09-04 12:46:59.000 Z,REPL,41161750332,RTB9150887,M184677,207,Q4289575,S1 Tophat DS
2024-09-04 12:47:01.000 Z,REPL,28886083229,GN5893843,9025507,13,Q7852643,S1 Tophat DS
2024-09-04 12:47:19.000 Z,REPL,28176545017,HH2474356,8591340,72,Q7393812,S1 Tophat DS
2024-09-04 12:47:41.000 Z,REPL,24068849666,YR4544153,X49157445,221,Q7195669,S1 Tophat DS
2024-09-04 12:48:41.000 Z,REPL,73833468644,UE6074729,35321287,93,Q4575605,S1 Tophat DS
2024-09-04 12:48:49.000 Z,REPL,90606030613,JW0811112,E0970915,621,Q1762779,S1 Tophat DS
2024-09-04 12:49:24.000 Z,REPL,25230688611,IS3430667,T522939,13,Q1518001,S1 Tophat DS
2024-09-04 12:49:46.000 Z,REPL,24236455895,KZ2638389,A4G937,19,Q6195876,S1 Tophat DS
2024-09-04 12:49:57.000 Z,REPL,98820575342,AP0980448,2050460,115,Q7393812,S1 Tophat DS
2024-09-04 12:50:57.000 Z,REPL,28452969364,ZU0195072,A6T414,34,Q6846774,S1 Tophat DS
2024-09-04 12:51:16.000 Z,REPL,96319201641,XY5615143,54540717,292,Q1289652,S1 Tophat DS
2024-09-04 12:51:26.000 Z,REPL,26540946957,DT7428148,V2316198,237,Q4289575,S1 Tophat DS
2024-09-04 12:52:44.000 Z,REPL,88885001233,FG8062421,70080259,141,Q1518001,S1 Tophat DS
2024-09-04 12:54:05.000 Z,REPL,24809416276,RTB5949998,AG2CH8,83,Q6846774,S1 Tophat DS
2024-09-04 12:54:08.000 Z,REPL,96992582909,GN2523271,6218903,296,Q4575605,S1 Tophat DS
2024-09-04 12:54:58.000 Z,REPL,88842088535,HH3099615,261053815,268,Q7393812,S1 Tophat DS
2024-09-04 12:54:59.000 Z,REPL,26420685619,YR5124659,4S80001878,77,Q5207038,S1 Tophat DS
2024-09-04 12:55:03.000 Z,REPL,22680122856,UE9431625,AGB242,135,Q1518001,S1 Tophat DS
2024-09-04 12:55:21.000 Z,REPL,739F5582349,JW9433972,80003623,230,Q4289575,S1 Tophat DS
2024-09-04 12:56:19.000 Z,REPL,21578164763,IS8250394,AFJ325,126,Q4575605,S1 Tophat DS
2024-09-04 12:56:28.000 Z,REPL,25331190923,KZ2901016,A6DA68,66,Q5207038,S1 Tophat DS
2024-09-04 12:57:51.000 Z,REPL,26497737069,AP1995983,A6DA77,52,Q5207038,S1 Tophat DS
2024-09-04 12:57:56.000 Z,REPL,44010077647,ZU2916052,A6CAN9,169,Q1518001,S1 Tophat DS
2024-09-04 12:58:53.000 Z,REPL,64894870502,XY9922635,2288638,68,Q6195876,S1 Tophat DS
2024-09-04 13:00:03.000 Z,REPL,16557116931,DT5574031,4266942,38,Q5207038,S1 Tophat DS
2024-09-04 13:00:04.000 Z,REPL,80821560207,FG9837556,AG9996,262,Q7852643,S1 Tophat DS
2024-09-04 13:00:37.000 Z,REPL,24382232989,RTB7636094,AFL303,177,Q0568723,S1 Tophat DS
2024-09-04 13:00:52.000 Z,REPL,48382917463,GN2864783,M240070,402,Q7195669,S1 Tophat DS
2024-09-04 13:02:10.000 Z,REPL,63131386873,HH7303658,M186474,74,Q4289575,S1 Tophat DS
2024-09-04 13:02:13.000 Z,REPL,1125849786,YR1715256,A4458261,71,Q1762779,S1 Tophat DS
2024-09-04 13:02:15.000 Z,REPL,24832055555,UE0892928,2695976,88,Q5207038,S1 Tophat DS
2024-09-04 13:02:40.000 Z,REPL,96033030762,JW5363893,1570146,52,Q6846774,S1 Tophat DS
2024-09-04 13:02:44.000 Z,REPL,96373133513,IS9716336,54511026,451,Q7891447,S1 Tophat DS
2024-09-04 13:02:45.000 Z,REPL,738A1934585,KZ4586448,9021350,49,Q7393812,S1 Tophat DS
2024-09-04 13:03:41.000 Z,REPL,56234609222,AP5955318,A6T387,339,Q1518001,S1 Tophat DS
2024-09-04 13:05:08.000 Z,REPL,26557776989,ZU6766525,V2316470,136,Q4289575,S1 Tophat DS
2024-09-04 13:05:43.000 Z,REPL,28228205187,XY1217409,M250422,204,Q5207038,S1 Tophat DS
2024-09-04 13:06:06.000 Z,REPL,544C5281963,DT2113694,T520984,140,Q1518001,S1 Tophat DS
2024-09-04 13:06:07.000 Z,REPL,11916438711,FG5744987,8140146,230,Q1762779,S1 Tophat DS
2024-09-04 13:06:20.000 Z,REPL,68104847238,RTB4078766,39920767,9,Q7852643,S1 Tophat DS
2024-09-04 13:06:53.000 Z,REPL,96400807022,GN8858926,673269MX,240,Q7393812,S1 Tophat DS
2024-09-04 13:06:53.000 Z,REPL,1125925154,HH2839793,8270332,36,Q6195876,S1 Tophat DS
2024-09-04 13:07:06.000 Z,REPL,1125925154,YR2146008,8270331,11,Q6195876,S1 Tophat DS
2024-09-04 13:07:29.000 Z,REPL,49121678156,UE6832405,A6L201,130,Q4289575,S1 Tophat DS
2024-09-04 13:07:38.000 Z,REPL,96302528859,JW1409333,239HJ009,241,Q7891447,S1 Tophat DS
2024-09-04 13:07:42.000 Z,REPL,28243106617,IS3307833,9127034,253,Q1289652,S1 Tophat DS
2024-09-04 13:08:14.000 Z,REPL,23706941931,KZ1186112,A6JB29,130,Q7195669,S1 Tophat DS
2024-09-04 13:10:02.000 Z,REPL,98820952774,AP3640509,15116945,115,Q4289575,S1 Tophat DS
2024-09-04 13:10:19.000 Z,REPL,24051256238,ZU5880821,GN7RE00CV,57,Q6846774,S1 Tophat DS
2024-09-04 13:10:24.000 Z,REPL,66894961812,XY1430836,A6M692,225,Q1518001,S1 Tophat DS
2024-09-04 13:11:41.000 Z,REPL,84957291359,DT9611475,80003607,91,Q4289575,S1 Tophat DS
2024-09-04 13:12:01.000 Z,REPL,24127077534,FG0029798,M251316,11,Q7852643,S1 Tophat DS
2024-09-04 13:12:06.000 Z,REPL,985R0495778,RTB0781515,4773982,97,Q7195669,S1 Tophat DS
2024-09-04 13:12:38.000 Z,REPL,11298310238,GN0195937,M247869,11,Q1518001,S1 Tophat DS
2024-09-04 13:12:49.000 Z,REPL,47472901354,HH9313233,4789326,77,Q1762779,S1 Tophat DS
2024-09-04 13:13:20.000 Z,REPL,11238142932,YR8885877,A6JAX0,68,Q6846774,S1 Tophat DS
2024-09-04 13:13:23.000 Z,REPL,14912367323,UE7983464,A6CAJ5,278,Q1289652,S1 Tophat DS
2024-09-04 13:13:39.000 Z,REPL,96400913978,JW7438434,673278M4,196,Q6522304,S1 Tophat DS
2024-09-04 13:13:42.000 Z,REPL,54315409037,IS2459518,A6DAA2,500,Q0568723,S1 Tophat DS
2024-09-04 13:13:51.000 Z,REPL,24126360801,KZ6098461,M252028,14,Q7852643,S1 Tophat DS
2024-09-04 13:14:01.000 Z,REPL,96374777215,AP0596559,54489444,80,Q7393812,S1 Tophat DS
2024-09-04 13:15:25.000 Z,REPL,73919432335,ZU7709217,M252187,213,Q4289575,S1 Tophat DS
2024-09-04 13:15:43.000 Z,REPL,68411359757,XY6345819,39920820,67,Q6522304,S1 Tophat DS
2024-09-04 13:15:45.000 Z,REPL,66901733589,DT1972588,80003520,145,Q1762779,S1 Tophat DS
2024-09-04 13:16:03.000 Z,REPL,24272902976,FG7002741,T517882,111,Q1518001,S1 Tophat DS
2024-09-04 13:16:22.000 Z,REPL,28156969124,RTB0755289,R0K0AAFJ,73,Q7393812,S1 Tophat DS
2024-09-04 13:16:50.000 Z,REPL,738A0027378,GN6436328,35313852,69,Q4289575,S1 Tophat DS
2024-09-04 13:17:13.000 Z,REPL,26439047582,HH5860644,80003585,11,Q6195876,S1 Tophat DS
2024-09-04 13:17:35.000 Z,REPL,24272550521,YR4334471,T518587,75,Q1518001,S1 Tophat DS
2024-09-04 13:17:39.000 Z,REPL,24125861053,UE3367628,M250065,337,Q7891447,S1 Tophat DS
2024-09-04 13:18:04.000 Z,REPL,76648874587,JW0978327,13971782,26,Q6846774,S1 Tophat DS
2024-09-04 13:18:15.000 Z,REPL,74977377267,IS4639079,287278,141,Q6522304,S1 Tophat DS
2024-09-04 13:18:41.000 Z,REPL,90441174317,KZ4474674,35323675,99,Q4289575,S1 Tophat DS
2024-09-04 13:18:53.000 Z,REPL,90441457937,AP2887371,35304203,130,Q4575605,S1 Tophat DS
2024-09-04 13:18:55.000 Z,REPL,25560193323,ZU6900283,AGB504,52,Q1289652,S1 Tophat DS
2024-09-04 13:20:25.000 Z,REPL,26680403214,XY4332877,ADP797,163,Q1518001,S1 Tophat DS
2024-09-04 13:20:35.000 Z,REPL,16634979799,DT0507727,676982,286,Q1762779,S1 Tophat DS
2024-09-04 13:20:45.000 Z,REPL,24095264253,FG3219313,GN7LE008C,14,Q6195876,S1 Tophat DS
2024-09-04 13:21:20.000 Z,REPL,26552011289,RTB9044656,V2316434,548,Q7195669,S1 Tophat DS
2024-09-04 13:21:22.000 Z,REPL,68410378893,GN8475963,39921259,172,Q6522304,S1 Tophat DS
2024-09-04 13:21:30.000 Z,REPL,24167356359,HH1114013,X48916689,114,Q1289652,S1 Tophat DS
2024-09-04 13:21:30.000 Z,REPL,96301184117,YR1723219,239HJ010,287,Q7393812,S1 Tophat DS
2024-09-04 13:21:32.000 Z,REPL,54341124293,UE3094897,M246780,147,Q4575605,S1 Tophat DS
2024-09-04 13:21:33.000 Z,REPL,738B0823204,JW7876041,35317443,131,Q4289575,S1 Tophat DS
2024-09-04 13:23:28.000 Z,REPL,24085601376,IS9042932,M250557,99,Q4289575,S1 Tophat DS
2024-09-04 13:23:39.000 Z,REPL,68170917399,KZ7961142,9501,38,Q6522304,S1 Tophat DS
2024-09-04 13:23:50.000 Z,REPL,90606133646,AP5176878,E0953273,160,Q1762779,S1 Tophat DS
2024-09-04 13:24:24.000 Z,REPL,21503729384,ZU6944368,62899341,10,Q7852643,S1 Tophat DS
2024-09-04 13:24:29.000 Z,REPL,96993933844,XY9118881,6216502,168,Q1289652,S1 Tophat DS
2024-09-04 13:24:43.000 Z,REPL,55032660616,DT5752081,199505980,230,Q1518001,S1 Tophat DS
2024-09-04 13:25:10.000 Z,REPL,80640626957,FG5793492,M251541,381,Q7891447,S1 Tophat DS
2024-09-04 13:25:23.000 Z,REPL,87835450364,RTB8969574,10086,93,Q4289575,S1 Tophat DS
2024-09-04 13:25:31.000 Z,REPL,65820360003,GN6625919,198001,238,Q7195669,S1 Tophat DS
2024-09-04 13:26:05.000 Z,REPL,25975248661,HH1122134,43130084,95,Q1762779,S1 Tophat DS
2024-09-04 13:26:36.000 Z,REPL,74810449078,YR8620004,M252101,239,Q4575605,S1 Tophat DS
2024-09-04 13:26:49.000 Z,REPL,82701241283,UE8890145,76130000,308,Q7393812,S1 Tophat DS
2024-09-04 13:27:10.000 Z,REPL,24051824617,JW5132411,GN7QE004R,15,Q6846774,S1 Tophat DS
2024-09-04 13:27:19.000 Z,REPL,86884687574,IS3225789,1685810,209,Q6522304,S1 Tophat DS
2024-09-04 13:27:46.000 Z,REPL,24345140571,KZ5605296,T521915,14,Q8745621,S1 Tophat DS
2024-09-04 13:27:50.000 Z,REPL,1125481959,AP1472736,8280327,72,Q1762779,S1 Tophat DS
2024-09-04 13:27:58.000 Z,REPL,84937049283,ZU5694479,M250012,133,Q4289575,S1 Tophat DS
2024-09-04 13:28:22.000 Z,REPL,48382917463,XY5009291,T522570,75,Q4575605,S1 Tophat DS
2024-09-04 13:28:45.000 Z,REPL,96993933844,DT3983065,6217384,92,Q1289652,S1 Tophat DS
2024-09-04 13:28:48.000 Z,REPL,68921946839,FG1712117,39922928,180,Q7195669,S1 Tophat DS
